,building_name,sold_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,walking_score,transit_score,bike_score,building_description,building_website
99,408 Guyon Ave,"850,000",3,5,"894,991","Staten Island,NY",Single Family Residential,,38.0,63.0,52.0,"""Public Remarks: 20189H-UNIQUE, HUGE 1 FAMILY DETACHED HOUSE IN SUPERB LOCATION. HOUSE OFFERS 3 BEDROOMS, 5 BATHS, WIDE OPEN FLOOR PLAN, CUSTOM EIK, 2 CAR GARAGE, HUGE FAMILY ROOM AND A LOT MORE. 3 ZONED HEAT, 2 ZONED A/C. LEVEL 1: ENTRANCE, FAMILY ROOM, 1/2 BATH, 2 CAR GARAGE. LEVEL 2: HUGE LIVING ROOM, EIK, DINING ROOM, BATH, ACCESS TO DECK. LEVEL 3: 3 BEDROOMS, 3 BATH.""",https://www.redfin.com/NY/Staten-Island/408-Guyon-Ave-10306/home/171920030
100,85-08 80 St,"814,000",5,2.5,"843,889","Woodhaven,NY",Multi-Family (2-4 Unit),"2,000 ",82.0,73.0,45.0,"""This is the one you've been waiting for! We are happy to present a renovated two family home for sale in Woodhaven! This fabulous property features four levels of living in two duplex apartments. Step into the main unit, offering a flexible layout that allows for two or potentially three bedroom set up. Eat in kitchen is truly stunning with quartz countertops, stainless steel appliances, brand new cabinets, large window and an exposed brick accent wall. Newly renovated bathroom benefits from a gentle rain-shower system. The incredible private backyard is great for relaxing and entertaining guests. Head up to the 2nd floor for another amazing unit with 3 spacious bedrooms and a full bathroom. One car attached garage with private driveway. Prime location on the edge of Forest Park, close to shopping, schools and transportation, this home won't stay on the market long.""",https://www.redfin.com/NY/Queens/85-08-80th-St-11421/home/20790084
101,2652 Cropsey Ave Unit 16B,,1,1,"297,226","Brooklyn,NY",Condo/Co-op,,75.0,90.0,65.0,"""This is a huge 1 Bedroom 1 bath. Coop Apartment in modern Hi-Rise Bldg . Conveniently located in Bensonhurst . Approximately 800 Sq Ft. Move in condition, multiple closets, huge terrace with breathtaking panoramic view of ocean and Manhattan. Monthly maintenance includes heat, gas and electric (extra charges $30.00 A/C , $20.00 D.W.) Small pets allowed. Short waiting list for parking. Amenities include community room, laundry room, playground, video security system and nighttime security. Close to train and transportation, shopping and schools. Across the street bus stop for Express bus that goes to 57th St. & Madison.""",https://www.redfin.com/NY/Brooklyn/2652-Cropsey-Ave-11214/unit-16B/home/40666410
102,1785 E 23 St,,4,3,"1,482,874","Brooklyn,NY",Single Family Residential,"4,000 ",82.0,90.0,67.0,"""Magnificent opportunity to own a 4 BR Duplex on one of THE BEST BLOCKS IN MADISON!  Enjoy the space of 40x100 property with private drive and 2 car garage.   Take yourself back to the days of splendor as you entertain in this timeless and charming home, featuring parquet floors, a wood-burning fireplace, wainscotting, crystal doorknobs and surprising details throughout.   The top floor has an additional 2 rooms that can be enjoyed as an office or it is currently a great room where you can listen to music and workout if you like.    The sun shines throughout this home and you can take advantage of three walls of windows in the beautiful front porch area or the back breakfast nook off the kitchen.  There is even an additional guest bedroom on the first floor with a half bath bonus.  The house is so very well maintained, that you can move right in.  The gas heating system has been updated to a state of the art Burnham boiler with a separate hot water tank in 2013.  The home is very generously sized as is or it can be the foundation of your Madison Mansion on a block that is in high demand and is second to none.    Call to arrange for a private showing today of this very special and RARE GEM!""",https://www.redfin.com/NY/Brooklyn/1785-E-23rd-St-11229/home/40845480
103,2315 Eastchester Rd,"970,000",6,3,"1,003,218","BRONX,NY",Multi-Family (2-4 Unit),"6,038 ",86.0,77.0,69.0,"""Huge brick detached two family with 3,350 sq feet living space plus 1,500 sq feet semi finished basement totaling 4,850 gross sq feet and over 6,000 sq feet lot located in the heart of Pelham Gardens.  Large three bedroom one bathroom over large three bedroom two bathroom over a huge semi finished basement and a huge park like a backyard.  Properties like this are available for sale very rarely,take this opportunity of a lifetime to live  in this grandiose home and let tenants pay your mortgage or simply make a lifelong investment!""",https://www.redfin.com/NY/The-Bronx/2315-Eastchester-Rd-10469/home/44777720
104,905 Elder Ave Unit C,"280,000",3,2,"298,430","BRONX,NY",Condo/Co-op,,73.0,89.0,72.0,"""Beautiful 3-bedroom condo located on the 3rd floor. Spacious bedrooms and 2 full baths (master bedroom with private master bath). Spacious living room and dining room. Plenty of closet space. Boiler room with washer/dryer hookup and water tank. One car driveway included and street side parking for additional vehicles. Conveniently located close to major highways (I95 & Bruckner Expwy). Walking distance to public transportation nearby (Bx 5 to subway # 2, 5, & 6 line). Large shopping areas nearby; Two blocks away from Bruckner Plaza Shopping Center, 1.5 miles from Bruckner Commons Shopping Center and 2.5 miles from Southern Boulevard Shopping District. Across the street from Elementary School P.S. 93. Owner motivated to sell!""",https://www.redfin.com/NY/The-Bronx/905-Elder-Ave-10473/unit-C/home/170389881
105,816 Logan Ave,"575,000",4,2.5,"579,671","BRONX,NY",Single Family Residential,"2,800 ",87.0,,50.0,"""Nestled on a treelined street is this terrific home.  The detached single family boasts a spacious layout leading from the entry hall, that flows to the living room, dining area and charming kitchen.  The top level showcases three spacious bedrooms and a full bathroom.* A/O no more showings at this time""",https://www.redfin.com/NY/The-Bronx/816-Logan-Ave-10465/home/44785070
106,257 89 St,,5,2.75,"1,134,655","Brooklyn,NY",Multi-Family (2-4 Unit),"2,000 ",99.0,87.0,75.0,"""Beautiful brick move in condition two family. Absolute full possession. Top floor features 3 bedrooms new open layout kitchen and new bath. First floor has 2 bedrooms, exposed wood beams in living room, eat-in-kitchen and new bath. Extra large full beautifully finished basement with bath and laundry area. Basement has a front and rear entrance. Nice size backyard and brick front patio. Close to 3rd Avenue. shopping and restaurants and subway stop nearby.""",https://www.redfin.com/NY/Brooklyn/257-89th-St-11209/home/40819095
107,113 Van Cortlandt Ave,"749,000",5,2,"788,141","Staten Island,NY",Multi-Family (2-4 Unit),"4,000 ",57.0,63.0,44.0,"""Public Remarks: Price Reduction! This classic colonial is the perfect home and the perfect neighborhood to spread out in! Quiet and leafy street to enjoy a walk to stores, playground and parks. Convenient location is close to express  &  local buses and a short ride to Staten Island Ferry. This sound and stately home consists of two light filled apartments with separate entrances, butler staircase and a three story elevator ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“ accessed via driveway and backyard. Full size attic space, with heating and plumbing, can be converted into extra bedrooms for a growing family. Each sunlit apartment boasts an eat-in kitchen and formal dining room, as well as plenty of closets, natural woodwork and hard wood floors throughout. Home also includes a basement with laundry room and large unfinished space. Outdoor spacefor your enjoyment includes patio for entertaining  &  lawn for children to play. There is also a two-car detached garage and a four-car driveway. Desirable location is near Clove Lake and Silver Lake Park/Golf Course, WagnerCollege, St. John's University and the SI Zoo. It is also most convenient to SIExpressway  &  VZ Bridge! A must see!""",https://www.redfin.com/NY/Staten-Island/113-Van-Cortlandt-Ave-10301/home/56047754
108,29 Dewitt St,"550,000",4,1.5,"555,598","Valley Stream,NY",Single Family Residential,"2,900 ",56.0,47.0,47.0,"""Triple mint AAA detached 1 family home in North Valley Stream. Too many upgrades to list, over $150,000 in upgrades and customizations, including: new siding, new  windows, new pavers, new heat, new CAC, new custom floors, new kitchen, new appliances, full bath with airtub, new boiler, tankless hot water heater, master bedroom with large custom walk in closet, speaker system through the house and outside, beautiful outdoor entertainment area, storage shed, built in gas grill, fire ring with seating area, 2 car private driveway, new fencing, etc, etc. Fully and tastefully customized 1 family home. Just bring your suitcase. Professional photos coming soon.""",https://www.redfin.com/NY/Valley-Stream/29-Dewitt-St-11580/home/20413014
109,287 College Ave,"630,000",3,3,"649,288","Staten Island,NY",Single Family Residential,"3,600 ",78.0,58.0,40.0,"""Public Remarks: This beautiful spacious 3 BR in the heart of Westerleigh is in ''Move In Condition. ''  Renovated in 2018, this home boasts new kitchen w/ ss appliances, 3 new baths, gleaming hardwood floors. First floor has large LR, 1/2 bath, EIK, separate dining room with access to nice yard with gazebo. Master w/ private 3/4 bath, powder room and separate laundry. Second floor has two oversized bedrooms with full bath. Built in garage/partially finished basement with new heating unit. Separate central air/heat first floor. The Gazebo will stay and if purchaser desires all furnishings. A real charmer!""",https://www.redfin.com/NY/Staten-Island/287-College-Ave-10314/home/56028213
110,185 Chandler Ave,"639,000",3,2,"646,610","Staten Island,NY",Single Family Residential,"3,520 ",87.0,60.0,47.0,"""Public Remarks: 20294H-IMMACULATE HOME IN THE HEART OF WESTERLEIGH. CLOSE TO TRANSPORTATION, RESTAURANTS, SCHOOLS, &  STORES. PVC FENCE ENCLOSES YARD WITH ABOVE GROUND POOL  &  DECK, A NEW ROOF WITH TRANSFERABLE LIFETIME WARRANTY, BRAND NEW HOT WATER HEATER. BOTH BATHROOMS HAVE BEEN RENOVATED AND UPDATED IN 2020. NEWER WINDOWS, HARDWOOD FLOORS  &  PLENTY OF CLOSETS FOR STORAGE INCLUDING PULL DOWN STAIRS TO ACCESS ATTIC STORAGE. MANY EXTRAS. OFF STREET PARKING UNDER A CARPORT FOR (4) CARS. FINISHED BASEMENT, WITH AN EXTRA BONUS ROOM WITH A CLOSET AND WINDOWS. LEVEL 1: LIVING ROOM, DINING ROOM, KITCHEN, DECK. LEVEL 2: 3 BEDROOMS, FULL BATH. BASEMENT: BONUS ROOM, LAUNDRY, 3/4 BATH.""",https://www.redfin.com/NY/Staten-Island/185-Chandler-Ave-10314/home/56048472
111,281 Osgood Ave,"518,000",3,3,"531,403","Staten Island,NY",Single Family Residential,"2,162 ",54.0,70.0,43.0,"""Public Remarks: Beautiful 3 bedroom 3 bath semi with beautifully renovated Eat-In- Kitchen, which features granite counter tops, ceramic back splash, stainless steel appliances, high hats and crown molding and door to rear yard with custom pavers and cabana. Great for entertaining. Hardwood floors throughout. Three beautifully renovated fully tiled ceramic baths, new front storm door, attic for storage. Master bedroom has dual entry to bathroom. Full finished basement features 2 rooms, high hats, 3/4 bath, under stairs storage, laundry and utility area, side door entry. Close to VZ bridge and all other sources of transportation. Off street parking. There is a monthly fee of $70.00 for sewers to be hooked to pumping station. This is a lovely bright family home with loads of potential. First- Living room, Dining room combo, 1/2 bath, Eat-In- Kitchen with yard access/ Second- master bedroom 3 closets and dual entry to bathroom, bedroom, Bedroom, full bath, attic. Basement- Side entry, 3/4 bath finished, 2 finished rooms, laundry and utility, storage under stairway.""",https://www.redfin.com/NY/Staten-Island/281-Osgood-Ave-10304/home/56086629
112,1206 Avenue W,"940,000",3,2,"974,798","Brooklyn,NY",Multi-Family (2-4 Unit),"2,800 ",92.0,86.0,68.0,"""Large lot with tons of potential.  Call for more information.""",https://www.redfin.com/NY/Brooklyn/1206-Avenue-W-11229/home/40864452
113,1255 East 52 St,,4,2,"713,808","Brooklyn,NY",Single Family Residential,"5,450 ",87.0,80.0,65.0,"""This Fully Detached Full Brick Single Family Home is a Reversed Duplex on a Double Lot! The property has been Fully Renovated in 2015, including New Tile and Oak Flooring with New Boiler and New Hot Water Heater. Roof is also new and built with Rubber Membrane for both the Main House and the Garage. The lower part of the Duplex features Radiant Heat, 3 Bedrooms, a Full Modern Bathroom, and a Laundry Area with a Connection for 2 washers and 2 dryers. The upper part of the duplex features a Living & Dining Room Combo, Eat-In Kitchen with Granite Counter Tops, another Bedroom and a Second Full Modern Bathroom. Property boasts a Remote-Controlled Electric Driveway Gate which leads to an enormous backyard with a new Fully Detached 18ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢ x 23ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢ Garage for 1 Car plus storage with loads of shelving. In addition, there is a Private Driveway, that can accommodate 5 Cars. The property also features a new Split Zone Air Conditioning and Heating System (as well as Radiators) and a 16 Channel/24 hours Camera Surveillance System.  Close to public transportation (B82 and B46 buses) and within close proximity to Flatlands Ave & Utica Ave with different shopping and dining options! Motivated Seller, Present All Offers! ALSO - Property is Zoned R5 on a Double Sized Lot (55' x 100' at one end IRR LOT ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“ Total of 4700 sqft) - CURRENT FAR 0.38 out of a MAX FAR 1.25. Developers and Investors - Bring your Architect/Contractor for Buildable Opportunities! Do not miss out on this Great Opportunity!""",https://www.redfin.com/NY/Brooklyn/1255-E-52nd-St-11234/home/40878109
114,347 Travis Ave,"600,000",3,2,"613,943","Staten Island,NY",Single Family Residential,"2,400 ",36.0,57.0,51.0,"""Public Remarks: Come see this beautiful semi attached home in the prime area of Heartland Village. This multilevel unique home features on the first Level: Foyer, Dining Room and a fully tiled Kitchen with beautiful cabinetry, granite counter tops, SS appliances, and sliders to a private fenced in yard. Level 1.5:  Large separate living room with plenty of natural light including sliding doors to a balcony. Level 2: 2 bedrooms with plenty of natural lighting and a full bathroom with a double vanity. Level 2.5 Master bedroom with plenty of Closets. This house also features a sunken family room with half bathroom and a large unfinished basement for storage.""",https://www.redfin.com/NY/Staten-Island/347-Travis-Ave-10314/home/56042710
